"HOST_ID","HOST_NAME","HOST_SINCE","HOST_TENURE_YEARS","IS_SUPERHOST","SUPERHOST_FLAG","RESPONSE_RATE","HOST_RESPONSE_SEGMENT","HOST_CREATED_AT","ETL_LOADED_AT","DBT_SCD_ID","DBT_UPDATED_AT","DBT_VALID_FROM","DBT_VALID_TO"
10024,"SIMON BOYER","2020-09-22",6,"FALSE",0,66,"LOW","2020-09-25 21:27:22.000","2026-08-06T10:58:24","283fbc13dc994406d899fcd456c33055","2020-09-25 21:27:22.000","2020-09-25 21:27:22.000","9999-12-31 00:00:00.000"
10025,"MANON DAVID","2023-03-28",3,"FALSE",0,43,"LOW","2023-04-09 23:21:51.000","2026-08-06T10:58:24","7cef406698efae82eb1af6c65661d6fd","2023-04-09 23:21:51.000","2023-04-09 23:21:51.000","9999-12-31 00:00:00.000"
10026,"YANIS DAVID","2020-02-24",6,"TRUE",1,97,"ELITE","2020-02-28 13:11:17.000","2026-08-06T10:58:24","9c1cb6660fab411f94188244ad17f380","2020-02-28 13:11:17.000","2020-02-28 13:11:17.000","9999-12-31 00:00:00.000"
10027,"CAMILLE RICHARD","2018-11-05",8,"TRUE",1,98,"ELITE","2018-11-08 01:41:34.000","2026-08-06T10:58:24","22d62765e6fecb076f5d7c0d3151cf0a","2018-11-08 01:41:34.000","2018-11-08 01:41:34.000","9999-12-31 00:00:00.000"
10028,"NATHAN SIMON","2020-08-26",6,"TRUE",1,97,"ELITE","2020-09-10 06:55:25.000","2026-08-06T10:58:24","1ac6eafd81880310e64764fe0010c105","2020-09-10 06:55:25.000","2020-09-10 06:55:25.000","9999-12-31 00:00:00.000"
10029,"NOAH GAUTHIER","2022-04-02",4,"TRUE",1,96,"ELITE","2022-04-10 14:18:27.000","2026-08-06T10:58:24","6ed754f85c3f6603409e8fff6a0611bf","2022-04-10 14:18:27.000","2022-04-10 14:18:27.000","9999-12-31 00:00:00.000"
10030,"JADE THOMAS","2019-09-27",7,"TRUE",1,93,"GOOD","2019-10-27 01:37:47.000","2026-08-06T10:58:24","41d35431f0c10747a64e062bbe44345d","2019-10-27 01:37:47.000","2019-10-27 01:37:47.000","9999-12-31 00:00:00.000"
10031,"ETHAN SIMON","2021-07-08",5,"TRUE",1,99,"ELITE","2021-07-23 16:58:54.000","2026-08-06T10:58:24","dadd7471f132ef818814c4ce2d2abd46","2021-07-23 16:58:54.000","2021-07-23 16:58:54.000","9999-12-31 00:00:00.000"
10032,"RAPHAEL GUERIN","2018-08-21",8,"FALSE",0,45,"LOW","2018-09-09 02:43:55.000","2026-08-06T10:58:24","2799d771b7c0da7d45878af3479ee803","2018-09-09 02:43:55.000","2018-09-09 02:43:55.000","9999-12-31 00:00:00.000"
10033,"ZOE ROBIN","2019-05-07",7,"FALSE",0,87,"GOOD","2019-05-26 01:39:05.000","2026-08-06T10:58:24","49205e83faafb006919a64ef10316ef7","2019-05-26 01:39:05.000","2019-05-26 01:39:05.000","9999-12-31 00:00:00.000"
10034,"PAUL FRANCOIS","2021-07-19",5,"FALSE",0,53,"LOW","2021-07-27 12:08:42.000","2026-08-06T10:58:24","38f922e4c1f190a7004785c84a648f2a","2021-07-27 12:08:42.000","2021-07-27 12:08:42.000","9999-12-31 00:00:00.000"
10035,"JADE MICHEL","2021-07-19",5,"FALSE",0,80,"GOOD","2021-08-07 18:06:04.000","2026-08-06T10:58:24","f430a93ad88cc3cc953fc5c2611776c2","2021-08-07 18:06:04.000","2021-08-07 18:06:04.000","9999-12-31 00:00:00.000"
10036,"MAXIME VINCENT","2023-09-04",3,"TRUE",1,95,"ELITE","2023-10-02 02:56:15.000","2026-08-06T10:58:24","f34be52a384b584be30e93ac0cabfe06","2023-10-02 02:56:15.000","2023-10-02 02:56:15.000","9999-12-31 00:00:00.000"
10037,"ETHAN MARTIN","2019-10-09",7,"TRUE",1,98,"ELITE","2019-10-31 09:39:51.000","2026-08-06T10:58:24","7a318097fa923a744c469ecbee01d261","2019-10-31 09:39:51.000","2019-10-31 09:39:51.000","9999-12-31 00:00:00.000"
10038,"NOAH MOREAU","2025-06-28",1,"FALSE",0,59,"LOW","2025-07-06 03:56:06.000","2026-08-06T10:58:24","28dd473cb2d41b9417221a838f043010","2025-07-06 03:56:06.000","2025-07-06 03:56:06.000","9999-12-31 00:00:00.000"
10039,"ANNA PERRIN","2021-01-20",5,"TRUE",1,93,"GOOD","2021-02-11 10:13:43.000","2026-08-06T10:58:24","4831b1a912aed9bd2ee3dcbb7d0f4efc","2021-02-11 10:13:43.000","2021-02-11 10:13:43.000","9999-12-31 00:00:00.000"
10040,"ENZO DUBOIS","2023-06-25",3,"TRUE",1,90,"GOOD","2023-06-27 20:27:53.000","2026-08-06T10:58:24","ac7bfa9edebd5b3ef837167046b49d92","2023-06-27 20:27:53.000","2023-06-27 20:27:53.000","9999-12-31 00:00:00.000"
10041,"EVA GARNIER","2018-01-15",8,"TRUE",1,92,"GOOD","2018-02-04 08:10:47.000","2026-08-06T10:58:24","dc01ec997c1d7ba6434b075e58b41ac1","2018-02-04 08:10:47.000","2018-02-04 08:10:47.000","9999-12-31 00:00:00.000"
10042,"JADE DUBOIS","2024-04-16",2,"TRUE",1,91,"GOOD","2024-05-16 22:57:09.000","2026-08-06T10:58:24","1c3fee308c63cd0bbf1a01b2f3546d84","2024-05-16 22:57:09.000","2024-05-16 22:57:09.000","9999-12-31 00:00:00.000"
10043,"EMMA ANDRE","2022-02-21",4,"FALSE",0,49,"LOW","2022-02-22 09:23:57.000","2026-08-06T10:58:24","79da2c4a44e22d0d272c421cf8672ef7","2022-02-22 09:23:57.000","2022-02-22 09:23:57.000","9999-12-31 00:00:00.000"
10044,"THEO DAVID","2020-05-10",6,"FALSE",0,91,"GOOD","2020-06-07 13:39:47.000","2026-08-06T10:58:24","ea51b7513c9e819d4ba12363738029b2","2020-06-07 13:39:47.000","2020-06-07 13:39:47.000","9999-12-31 00:00:00.000"
10045,"ZOE DAVID","2019-10-28",7,"FALSE",0,51,"LOW","2019-11-02 23:59:21.000","2026-08-06T10:58:24","e76526d568bfe7599d1bb51212c8716b","2019-11-02 23:59:21.000","2019-11-02 23:59:21.000","9999-12-31 00:00:00.000"
10046,"LEA LEFEBVRE","2020-12-28",6,"TRUE",1,91,"GOOD","2021-01-09 01:54:30.000","2026-08-06T10:58:24","ab1ee31affd8e5631c5fd47b238ecd30","2021-01-09 01:54:30.000","2021-01-09 01:54:30.000","9999-12-31 00:00:00.000"
10047,"VICTOR GIRARD","2023-03-01",3,"TRUE",1,93,"GOOD","2023-03-08 00:42:12.000","2026-08-06T10:58:24","d178049ada8b92a28afe6fe0c3e936d3","2023-03-08 00:42:12.000","2023-03-08 00:42:12.000","9999-12-31 00:00:00.000"
10048,"ANTOINE BERNARD","2021-02-15",5,"FALSE",0,91,"GOOD","2021-02-27 21:53:34.000","2026-08-06T10:58:24","a20c5a13b855953a239ae5dadad7bc1a","2021-02-27 21:53:34.000","2021-02-27 21:53:34.000","9999-12-31 00:00:00.000"
10049,"ROSE GARNIER","2019-04-18",7,"FALSE",0,85,"GOOD","2019-05-18 08:02:06.000","2026-08-06T10:58:24","6e6d27b43c223ca5847d11d1a42e52ac","2019-05-18 08:02:06.000","2019-05-18 08:02:06.000","9999-12-31 00:00:00.000"
10050,"LINA LEFEBVRE","2021-11-16",5,"FALSE",0,93,"GOOD","2021-12-02 03:24:57.000","2026-08-06T10:58:24","de3bbfedd4a97141e4a1e54ac64158d0","2021-12-02 03:24:57.000","2021-12-02 03:24:57.000","9999-12-31 00:00:00.000"
10051,"JADE LEFEBVRE","2020-11-09",6,"TRUE",1,96,"ELITE","2020-11-09 16:59:51.000","2026-08-06T10:58:24","7ed627ff827c0376afc3c00bb99eed85","2020-11-09 16:59:51.000","2020-11-09 16:59:51.000","9999-12-31 00:00:00.000"
10052,"LOUIS FOURNIER","2022-01-31",4,"TRUE",1,100,"ELITE","2022-03-01 10:39:20.000","2026-08-06T10:58:24","4c907effeae0b965b142dfb798224067","2022-03-01 10:39:20.000","2022-03-01 10:39:20.000","9999-12-31 00:00:00.000"
10053,"NOAH LEROY","2023-09-09",3,"TRUE",1,96,"ELITE","2023-09-19 12:44:18.000","2026-08-06T10:58:24","9da7591bcd8aeacbf5a0da7ffda44bb9","2023-09-19 12:44:18.000","2023-09-19 12:44:18.000","9999-12-31 00:00:00.000"
10054,"SACHA FOURNIER","2020-02-25",6,"TRUE",1,96,"ELITE","2020-03-17 23:57:11.000","2026-08-06T10:58:24","4cfb02c3aae6dafcd51faca5bf45b8bb","2020-03-17 23:57:11.000","2020-03-17 23:57:11.000","9999-12-31 00:00:00.000"
10055,"ROSE MOREL","2022-07-22",4,"FALSE",0,89,"GOOD","2022-07-28 13:50:37.000","2026-08-06T10:58:24","869efdafd26a5b7cd4b40c7d27e8ba63","2022-07-28 13:50:37.000","2022-07-28 13:50:37.000","9999-12-31 00:00:00.000"
10056,"INES RICHARD","2023-03-20",3,"TRUE",1,100,"ELITE","2023-03-26 16:30:50.000","2026-08-06T10:58:24","06b949858b2c635ce8e3dad955083170","2023-03-26 16:30:50.000","2023-03-26 16:30:50.000","9999-12-31 00:00:00.000"
10057,"RAPHAEL FOURNIER","2021-03-08",5,"TRUE",1,100,"ELITE","2021-03-27 10:05:52.000","2026-08-06T10:58:24","074b1e0f43e63f187f67fee0da1bb33a","2021-03-27 10:05:52.000","2021-03-27 10:05:52.000","9999-12-31 00:00:00.000"
10058,"CHLOE FRANCOIS","2020-07-09",6,"FALSE",0,49,"LOW","2020-07-16 15:39:54.000","2026-08-06T10:58:24","c27c9a598dfe79b917e5a7b14e92a300","2020-07-16 15:39:54.000","2020-07-16 15:39:54.000","9999-12-31 00:00:00.000"
10059,"CAMILLE PETIT","2022-08-25",4,"FALSE",0,86,"GOOD","2022-09-09 12:15:09.000","2026-08-06T10:58:24","010e0e8a7fdd2b3945b4b124a490c7d6","2022-09-09 12:15:09.000","2022-09-09 12:15:09.000","9999-12-31 00:00:00.000"
10060,"LOUIS FRANCOIS","2022-10-08",4,"TRUE",1,98,"ELITE","2022-10-22 01:35:15.000","2026-08-06T10:58:24","09255732a6f9bbabffd813942e35f963","2022-10-22 01:35:15.000","2022-10-22 01:35:15.000","9999-12-31 00:00:00.000"
10061,"SOFIA GARNIER","2019-07-01",7,"FALSE",0,97,"ELITE","2019-07-11 14:39:52.000","2026-08-06T10:58:24","957b25dfe696569a99a3e4cf03ae8498","2019-07-11 14:39:52.000","2019-07-11 14:39:52.000","9999-12-31 00:00:00.000"
10062,"ENZO ROBIN","2024-02-23",2,"FALSE",0,95,"ELITE","2024-03-02 07:53:40.000","2026-08-06T10:58:24","3e83d76e660cf59c1e4a6babbec910ba","2024-03-02 07:53:40.000","2024-03-02 07:53:40.000","9999-12-31 00:00:00.000"
10063,"ANTOINE MOREL","2023-06-08",3,"FALSE",0,57,"LOW","2023-06-30 09:15:17.000","2026-08-06T10:58:24","d6ff32b7e7c7ee56a2a8912cfa59b5fe","2023-06-30 09:15:17.000","2023-06-30 09:15:17.000","9999-12-31 00:00:00.000"
10064,"ADAM ROBERT","2024-01-22",2,"TRUE",1,92,"GOOD","2024-01-29 12:44:09.000","2026-08-06T10:58:24","14f4b0c7dcf536c9a78dd6e28314df77","2024-01-29 12:44:09.000","2024-01-29 12:44:09.000","9999-12-31 00:00:00.000"
10065,"ZOE BLANC","2022-08-27",4,"TRUE",1,98,"ELITE","2022-09-10 13:03:13.000","2026-08-06T10:58:24","b800718c9045a36907e2f42bd0dac013","2022-09-10 13:03:13.000","2022-09-10 13:03:13.000","9999-12-31 00:00:00.000"
10066,"NINA BOYER","2024-07-20",2,"FALSE",0,98,"ELITE","2024-08-04 00:22:19.000","2026-08-06T10:58:24","6e99e1effa0ec8fbce547a9fe5c05add","2024-08-04 00:22:19.000","2024-08-04 00:22:19.000","9999-12-31 00:00:00.000"
10067,"MALIK BERNARD","2024-01-14",2,"FALSE",0,74,"LOW","2024-01-29 07:17:27.000","2026-08-06T10:58:24","ac5b4a2cbed40c9a61468a46ac360d19","2024-01-29 07:17:27.000","2024-01-29 07:17:27.000","9999-12-31 00:00:00.000"
10068,"YANIS LEROY","2022-05-12",4,"TRUE",1,100,"ELITE","2022-06-06 12:46:10.000","2026-08-06T10:58:24","5b430b717df0b9694b1b1c8a14650d4e","2022-06-06 12:46:10.000","2022-06-06 12:46:10.000","9999-12-31 00:00:00.000"
10069,"SIMON LEROY","2024-12-23",2,"FALSE",0,98,"ELITE","2025-01-13 00:05:41.000","2026-08-06T10:58:24","a7d680579dba210c28d56d114dc0c8fe","2025-01-13 00:05:41.000","2025-01-13 00:05:41.000","9999-12-31 00:00:00.000"
10070,"ALICE GIRARD","2023-03-07",3,"TRUE",1,94,"GOOD","2023-03-19 10:13:29.000","2026-08-06T10:58:24","a2c90a7450c75431182a9f8f6aec576a","2023-03-19 10:13:29.000","2023-03-19 10:13:29.000","9999-12-31 00:00:00.000"
10071,"JADE THOMAS","2022-04-02",4,"TRUE",1,96,"ELITE","2022-04-10 02:30:01.000","2026-08-06T10:58:24","3ec97e0a83e097dbd56330ddb2cddad3","2022-04-10 02:30:01.000","2022-04-10 02:30:01.000","9999-12-31 00:00:00.000"
10072,"LUCAS DAVID","2021-12-04",5,"TRUE",1,91,"GOOD","2021-12-28 20:02:48.000","2026-08-06T10:58:24","aff4da2c3c807f1205cc6d5d9142985f","2021-12-28 20:02:48.000","2021-12-28 20:02:48.000","9999-12-31 00:00:00.000"
10073,"LINA MICHEL","2020-03-27",6,"FALSE",0,79,"LOW","2020-03-31 15:42:07.000","2026-08-06T10:58:24","86491d57ddc7f52025ec4d2e40793200","2020-03-31 15:42:07.000","2020-03-31 15:42:07.000","9999-12-31 00:00:00.000"
10074,"INES FOURNIER","2023-03-20",3,"FALSE",0,85,"GOOD","2023-04-08 23:45:07.000","2026-08-06T10:58:24","e5cdc2cbcee3fef7ffa76e9205d41e40","2023-04-08 23:45:07.000","2023-04-08 23:45:07.000","9999-12-31 00:00:00.000"
10075,"ARTHUR DAVID","2019-03-19",7,"FALSE",0,98,"ELITE","2019-03-31 22:12:04.000","2026-08-06T10:58:24","4296d5f9de2f99bfb9be45a76f36a477","2019-03-31 22:12:04.000","2019-03-31 22:12:04.000","9999-12-31 00:00:00.000"
10076,"CLARA GARNIER","2019-02-22",7,"FALSE",0,59,"LOW","2019-03-19 18:50:02.000","2026-08-06T10:58:24","c45fde2ecd954af9a85746cc4490178d","2019-03-19 18:50:02.000","2019-03-19 18:50:02.000","9999-12-31 00:00:00.000"
10077,"MANON GARNIER","2025-06-02",1,"FALSE",0,72,"LOW","2025-06-29 13:52:31.000","2026-08-06T10:58:24","e56567c730c57db07a0a973b8983ae92","2025-06-29 13:52:31.000","2025-06-29 13:52:31.000","9999-12-31 00:00:00.000"
10078,"ENZO LEGRAND","2022-01-23",4,"FALSE",0,84,"GOOD","2022-01-28 23:33:41.000","2026-08-06T10:58:24","74485b304b1f2a568252252025d4d5e0","2022-01-28 23:33:41.000","2022-01-28 23:33:41.000","9999-12-31 00:00:00.000"
10079,"HUGO ROUX","2023-03-20",3,"TRUE",1,99,"ELITE","2023-03-28 10:54:15.000","2026-08-06T10:58:24","72d996fd366e7981ea975979d37e0978","2023-03-28 10:54:15.000","2023-03-28 10:54:15.000","9999-12-31 00:00:00.000"
10080,"ANTOINE BERNARD","2023-01-21",3,"TRUE",1,97,"ELITE","2023-02-08 19:42:24.000","2026-08-06T10:58:24","7637a744fb6debd2efd7d099b1729a1f","2023-02-08 19:42:24.000","2023-02-08 19:42:24.000","9999-12-31 00:00:00.000"
10081,"ROSE ROUX","2023-07-18",3,"FALSE",0,51,"LOW","2023-07-29 08:21:17.000","2026-08-06T10:58:24","3a954a9b5bde1bd595016d222d6afb2c","2023-07-29 08:21:17.000","2023-07-29 08:21:17.000","9999-12-31 00:00:00.000"
10082,"MALIK DAVID","2024-03-26",2,"TRUE",1,93,"GOOD","2024-03-28 07:46:26.000","2026-08-06T10:58:24","b3412636dd9b9f587c6dfba61277b7f1","2024-03-28 07:46:26.000","2024-03-28 07:46:26.000","9999-12-31 00:00:00.000"
10083,"RAPHAEL FOURNIER","2025-09-29",1,"FALSE",0,71,"LOW","2025-10-01 09:14:25.000","2026-08-06T10:58:24","9a9f5aa5ff12a4a46bb7939522200bb7","2025-10-01 09:14:25.000","2025-10-01 09:14:25.000","9999-12-31 00:00:00.000"
10084,"ANTOINE ANDRE","2025-06-12",1,"FALSE",0,97,"ELITE","2025-06-23 13:47:35.000","2026-08-06T10:58:24","d3b97911aebd2ce59894d57a3ea27a66","2025-06-23 13:47:35.000","2025-06-23 13:47:35.000","9999-12-31 00:00:00.000"
10085,"LOUIS LAURENT","2025-11-18",1,"FALSE",0,59,"LOW","2025-11-21 23:12:20.000","2026-08-06T10:58:24","feec935c8a9e95efe5ab7316aad75cbe","2025-11-21 23:12:20.000","2025-11-21 23:12:20.000","9999-12-31 00:00:00.000"
10086,"ETHAN VINCENT","2020-02-24",6,"TRUE",1,97,"ELITE","2020-03-03 23:37:48.000","2026-08-06T10:58:24","eabc8f771f820cfd1430074bc527c627","2020-03-03 23:37:48.000","2020-03-03 23:37:48.000","9999-12-31 00:00:00.000"
10087,"JADE LEROY","2019-02-16",7,"FALSE",0,87,"GOOD","2019-02-21 09:00:45.000","2026-08-06T10:58:24","87d045cab6e7febf1592bc68fcebe45a","2019-02-21 09:00:45.000","2019-02-21 09:00:45.000","9999-12-31 00:00:00.000"
10088,"MALIK PETIT","2021-01-28",5,"TRUE",1,90,"GOOD","2021-02-14 09:44:08.000","2026-08-06T10:58:24","80dbde5efcd69bc2698c97e75e066316","2021-02-14 09:44:08.000","2021-02-14 09:44:08.000","9999-12-31 00:00:00.000"
10089,"LAURA DURAND","2018-02-20",8,"FALSE",0,95,"ELITE","2018-03-02 05:03:16.000","2026-08-06T10:58:24","320b57f00e02cff93e03e5c3b07e54bb","2018-03-02 05:03:16.000","2018-03-02 05:03:16.000","9999-12-31 00:00:00.000"
10090,"THEO MOREAU","2018-09-25",8,"TRUE",1,91,"GOOD","2018-10-13 20:43:03.000","2026-08-06T10:58:24","79d37fc3e2a52a44b1c0f43a8ab80277","2018-10-13 20:43:03.000","2018-10-13 20:43:03.000","9999-12-31 00:00:00.000"
10091,"SACHA GARCIA","2024-04-24",2,"FALSE",0,45,"LOW","2024-05-11 13:38:38.000","2026-08-06T10:58:24","321c3e7353b849054075cd8551c34449","2024-05-11 13:38:38.000","2024-05-11 13:38:38.000","9999-12-31 00:00:00.000"
10092,"LINA THOMAS","2023-11-11",3,"TRUE",1,97,"ELITE","2023-11-20 18:27:19.000","2026-08-06T10:58:24","75edcef91987395226dd12f118c35aa9","2023-11-20 18:27:19.000","2023-11-20 18:27:19.000","9999-12-31 00:00:00.000"
10093,"RAPHAEL LAURENT","2024-11-02",2,"FALSE",0,46,"LOW","2024-11-10 21:05:10.000","2026-08-06T10:58:24","d0350663e7a9d7bb83d24292a45c5f59","2024-11-10 21:05:10.000","2024-11-10 21:05:10.000","9999-12-31 00:00:00.000"
10094,"LAURA VINCENT","2024-03-10",2,"TRUE",1,90,"GOOD","2024-03-23 14:44:38.000","2026-08-06T10:58:24","04e49a87cdf901b5e3f409279f86b02f","2024-03-23 14:44:38.000","2024-03-23 14:44:38.000","9999-12-31 00:00:00.000"
10095,"LEA BERTRAND","2018-05-14",8,"TRUE",1,94,"GOOD","2018-06-05 14:04:43.000","2026-08-06T10:58:24","a0365375ac9ce19c1d52206d848eeb2f","2018-06-05 14:04:43.000","2018-06-05 14:04:43.000","9999-12-31 00:00:00.000"
10096,"ENZO MOREAU","2025-01-04",1,"FALSE",0,52,"LOW","2025-01-21 07:41:09.000","2026-08-06T10:58:24","65420efae838dea495e2568e5e73a983","2025-01-21 07:41:09.000","2025-01-21 07:41:09.000","9999-12-31 00:00:00.000"
10097,"MARIE CHEVALIER","2018-10-20",8,"TRUE",1,94,"GOOD","2018-11-08 23:52:36.000","2026-08-06T10:58:24","4631c1787b9bb4eac14e0ba02f843853","2018-11-08 23:52:36.000","2018-11-08 23:52:36.000","9999-12-31 00:00:00.000"
10098,"JADE GAUTHIER","2019-05-25",7,"TRUE",1,94,"GOOD","2019-06-16 12:17:32.000","2026-08-06T10:58:24","4a65af12d63f749a9f3dacfe0fc49ddd","2019-06-16 12:17:32.000","2019-06-16 12:17:32.000","9999-12-31 00:00:00.000"
10099,"ROSE BERTRAND","2022-11-29",4,"TRUE",1,90,"GOOD","2022-12-27 13:47:20.000","2026-08-06T10:58:24","5ac09c0bca3d4dfc7b637b3c693b8556","2022-12-27 13:47:20.000","2022-12-27 13:47:20.000","9999-12-31 00:00:00.000"
10100,"ENZO DUBOIS","2018-04-16",8,"TRUE",1,100,"ELITE","2018-05-12 18:37:01.000","2026-08-06T10:58:24","e1d5611a12b3982a331a321c83c508b5","2018-05-12 18:37:01.000","2018-05-12 18:37:01.000","9999-12-31 00:00:00.000"
